text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
user help can be found within 90 percent  of the system,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the search for recycled parts shall take no longer than 15 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the search results shall be returned in under 15 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the search for the preferred repair facility shall take no longer than 8 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the preferred repair facility is returned within 8 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the recycled parts audit report shall be returned to the user within 10 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the audit report shall be returned within 10 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the preferred repair facility ratings shall be saved within 5 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the save shall occur within 5 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall adhere to the corporate online availability schedule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the application is brought down only within 98 percent  of the scheduled outages per the availability schedule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the product shall achieve a 98 percent  uptime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the product shall not fail more than 2 percent  of the available online time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the product shall be able to handle up to 1500 simultaneous users,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the system shall perform with 1500 users as a time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the average number of recycled parts records per day shall be 50 000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be able to handle 10 000 concurrent users within 2 years of the initial launch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
for estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall interface with the choiceparts system once per day at approximately 100 am,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the maintenance of the product will fall within the established corporate maintenance windows,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall be supported using the corporate support center,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
product installations and upgrades shall be handled by the middleware technology team within established launch time frames,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
only adjusters can request recycled parts audit reports,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
no users without an adjuster role shall request recycled parts audits,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
only adjusters with a supervisor role can update preferred repair facility ratings,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
users without the supervisor role cannot access the repair facility ratings,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
only collision estimators shall search for recycled parts,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
users without the collision estimator role shall not have access to the search for recycled parts,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
only valid data shall be entered into the system,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
no invalid data shall be entered into the system,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
one insurance company shall not be able to view another insurance companys claim data,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the product shall free of computer viruses,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall prevent malicious attacks including denial of service,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the product must comply with sarbanesoxley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the product shall comply with the estimatics laws relating to recycled parts usage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the product shall comply with insurance regulations regarding claims processing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the user shall search for the preferred repair facility using vehicle vehicle location and radius in miles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the vehicle data shall include vehicle year make and model,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the vehicle location shall include street address city state and zipcode,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall resolve the zipcode for the street address city and state if zipcode is unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the search radius shall be between 1 and 30 miles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall locate the preferred repair facility with the highest ratings for the input criteria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the adjuster shall enter the preferred repair facility on the estimate assignment,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the adjuster shall be able to override the preferred repair facitlity on the estimate assignment,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the preferred repair facility shall be returned to the user,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the estimator shall search for available recycled parts using damaged vehicle parts information,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the estimator shall search for available recycled parts using a list of preferred parts suppliers,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall search for available recycled parts for the supplied vehicle parts and suppliers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall retain the available recycled parts and suppliers returned from the search,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the available recycled parts information and their suppliers shall be returned to the user,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the estimator shall apply selected recycled parts to the collision estimate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the estimator shall not apply recycled parts to the collision estimate if no available parts are returned,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the adjuster shall review the collision estimate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the adjuster shall request a recycled parts audit of the collision estimate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the recycled parts search results provided to the estimator shall be retrieved by the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall generate an audit report based on the available recycled parts and the collision estimate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the audit report shall include the total number of recycled parts used in the estimate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the audit report shall include the number of available recycled parts from the original search results,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the audit report shall include the percentage of available recycled parts used in the estimate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the audit report shall include the total score of the audit which sums the indivual line items,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the audit report shall be displayed to the user,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the audit report shall be available to other adjusters at later points in time,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the user shall select to view the preferred repair facility ratings,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the current repair facility ratings shall be displayed to the user,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system will display a blank set of ratings if there are not ratings yet defined,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the user shall enter new ratings based on the audit report,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the ratings shall be from a scale of 110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the user shall select to save the preferred repair facility ratings,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the preferred repair facility ratings shall be saved by the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the product must work with most database management systems dbms on the market whether the dbms is colocated with the product on the same machine or is located on a different machine on the computer network,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product will function alongside server software on any operating system where the java runtime can be installed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product will require collaboration with a database management system dbms,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the dbms may be located on the same machine as the product or on a separate machine residing on the same computer network,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product must make use of web or application server technology,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
open source examples include apache web server tomcat and the jboss application server,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
a database management system such as oracle db2 mysql or hsql will need to be integrated with the product,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the products look and feel shall be able to incorporate aspects of the customers organization such as logo branding and identity,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the product shall have a conservative and professional appearance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the product shall make the users want to use it,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80 percent  of the users surveyed report they are regularly using the product after the first 2 weeks postlaunch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall be easy to use,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90 percent  of users will be able to successfully reserve a conference room within 5 minutes of product use,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall give users feedback when necessary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80 percent  of the users surveyed report that the product accurately confirms their actions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall allow the user to select a chosen language from one of the target market countries,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the product shall allow for customization of start page and views preferences,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
an employee will be able to successfully use the product within a few minutes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
after informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall use a standard navigation menu familiar to most web users,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall allow for intuitive searching of available conference rooms,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall conform to the americans with disabilities act,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the response shall be fast enough to avoid interrupting the users flow of thought,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90 percent  of tasks shall complete within 5 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98 percent  of tasks shall complete within 8 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aside from server failure the software product shall achieve 9999 percent  up time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
the product shall be capable of handling up to 1 000 concurrent requests,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
this number will increase to 2 000 by release 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be able to process 10 000 transactions per hour within two years of its launch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
this number will increase to 20 000 by release 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be expected to operate for at least 5 years for each customer installation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be used in office environments,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product must be able to interface with any html browser,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall transmit data between the user and the product without problems,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall display html properly in 80 percent  of all html browsers tested minimum is to test 8 browsers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product must be able to interface with various database management systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
